"","SpeciesAuthor","SpeciesAccepted","CommonName","Genus","Family","Order","Class","Phylum","Kingdom","OrganismType","DicotMonoc","AngioGymno","Authors","Journal","YearPublication","DOI.ISBN","AdditionalSource","StudyDuration","StudyStart","StudyEnd","AnnualPeriodicity","NumberPopulations","MatrixCriteriaSize","MatrixCriteriaOntogeny","MatrixCriteriaAge","MatrixPopulation","Lat","Lon","Altitude","Country","Continent","Ecoregion","StudiedSex","MatrixComposite","MatrixTreatment","MatrixCaptivity","MatrixStartYear","MatrixStartSeason","MatrixStartMonth","MatrixEndYear","MatrixEndSeason","MatrixEndMonth","MatrixSplit","MatrixFec","Observation","MatrixDimension","SurvivalIssue","UID1","checkY","checknote","habitatAuthor","UID_new","Mean_repro","Net_repro","Age_50_dead","Age_99_dead","Age_999_dead","survival_index99","Survival_index999","Survival_index_La_RepExp","Growth","Retrogression","Repro_life_expectancy","Age_at_Maturity","GiniF_repro","Gini_life99","Gini_life999","Gen_time","NSeedStages"
"5571","Ardisia_elliptica","Ardisia elliptica","Shoebutton Ardisia","Ardisia","Primulaceae","Ericales","Magnoliopsida","Magnoliophyta","Plantae","Shrub","Eudicot","Angiosperm","Koop; Horvitz","Ecology","2005","10.1890/04-1483",NA,3,1999,2001,"1",5,"Plant height","No","No","Hardwood Forest",25.5,-88.8,NA,"USA","N America","TMB","A","Individual","Unmanipulated","W",1999,NA,NA,2002,NA,NA,"Divided","Yes","Relatively undisturbed hardwood",8,1,66,"Y_edits","edits to Transitional Forest 2000 based on original. Also do not matrixPopulation Schinus thicket 2000 as this is a replicate of 1999 and not in the original paper","Transitional forest",143,0.157271386031837,759.938838791994,2,363,793,0.00550964187327824,0.00252206809583859,0.0100028756205409,0.15359444169981,0.00785572100396401,167.482755513869,32.4597486089454,0.048524972902311,0.177255934800185,0.0846158310044462,66.6650308459275,1
"5575","Ardisia_elliptica","Ardisia elliptica","Shoebutton Ardisia","Ardisia","Primulaceae","Ericales","Magnoliopsida","Magnoliophyta","Plantae","Shrub","Eudicot","Angiosperm","Koop; Horvitz","Ecology","2005","10.1890/04-1483",NA,3,1999,2001,"1",5,"Plant height","No","No","Transitional Forest",25.5,-88.8,NA,"USA","N America","TMB","A","Individual","Unmanipulated","W",1999,NA,NA,2002,NA,NA,"Divided","Yes","Relatively disturbed habitat",8,0.995,67,"Y_edits","edits to Transitional Forest 2000 based on original. Also do not matrixPopulation Schinus thicket 2000 as this is a replicate of 1999 and not in the original paper","Transitional forest",144,0.284678659779882,782.776440723151,2,289,675,0.0069204152249135,0.00296296296296296,0.0121916317822106,0.264825140463993,0.00736044169968114,153.844960451842,10.2019887775718,0.0368866885857902,0.112603176511747,0.0496644861668754,41.1187511587182,1
"5579","Ardisia_elliptica","Ardisia elliptica","Shoebutton Ardisia","Ardisia","Primulaceae","Ericales","Magnoliopsida","Magnoliophyta","Plantae","Shrub","Eudicot","Angiosperm","Koop; Horvitz","Ecology","2005","10.1890/04-1483",NA,3,1999,2001,"1",5,"Plant height","No","No","Ardisia Thicket",25.5,-88.8,NA,"USA","N America","TMB","A","Individual","Unmanipulated","W",1999,NA,NA,2002,NA,NA,"Divided","Yes","Relatively disturbed habitat",8,1,68,"Y_edits","edits to Transitional Forest 2000 based on original. Also do not matrixPopulation Schinus thicket 2000 as this is a replicate of 1999 and not in the original paper","Transitional forest",145,0.303772045979277,128.228262108543,2,22,462,0.0909090909090909,0.00432900432900433,0.00657762217568564,0.0507901772051232,0.00256906799487339,260.365067885485,43.6961789573416,0.0778491308722103,0.760108418236423,0.157095181550179,105.938935858249,1
"5583","Ardisia_elliptica","Ardisia elliptica","Shoebutton Ardisia","Ardisia","Primulaceae","Ericales","Magnoliopsida","Magnoliophyta","Plantae","Shrub","Eudicot","Angiosperm","Koop; Horvitz","Ecology","2005","10.1890/04-1483",NA,3,1999,2001,"1",5,"Plant height","No","No","Schinus thicket",25.5,-88.8,NA,"USA","N America","TMB","A","Individual","Unmanipulated","W",1999,NA,NA,2001,NA,NA,"Divided","Yes","Relatively disturbed habitat",8,1,69,"Y_edits","edits to Transitional Forest 2000 based on original. Also do not matrixPopulation Schinus thicket 2000 as this is a replicate of 1999 and not in the original paper","Transitional forest",146,0.428778227686981,660.751027000465,2,98,584,0.0204081632653061,0.00342465753424658,0.0088849553156647,0.421466736220449,0.00492331164396481,216.467386954781,8.63222569874378,0.00586701930930486,0.0986133109101281,0.0168080346783745,24.4731508949107,1
"5640","Cytisus_scoparius","Cytisus scoparius","Common broom; Scotch broom; English broom","Cytisus","Leguminosae","Fabales","Magnoliopsida","Magnoliophyta","Plantae","Shrub","Eudicot","Angiosperm","Neubert; Parker","Risk Anal","2004","10.1111/j.0272-4332.2004.00481.x","Parker Ecol Appl 2000;  Stokes Div and Distrib 2006; McMahon; Metcalf Biol Inv 2008",4,1993,1996,"1",6,"Plant diameter; biomass","Yes","No","Johnson Prairie",47.1,-122.53,60,"USA","N America","TBM","A","Individual","Unmanipulated","W",1993,NA,NA,1995,NA,NA,"Divided","Yes","Invasion stage: edge",7,0.952666666666667,70,"Y_edits","coordinates added","urban grasslands and prairie",150,1.5052135602972,65.7384401565818,2,8,27,0.25,0.0740740740740741,0.190988494868509,0.282155343224414,0.00297925616413876,8.04156083709945,2.43027413587604,0.295826076977336,0.771107997455071,0.322909689401284,11.5367778497445,1
"5646","Cytisus_scoparius","Cytisus scoparius","Common broom; Scotch broom; English broom","Cytisus","Leguminosae","Fabales","Magnoliopsida","Magnoliophyta","Plantae","Shrub","Eudicot","Angiosperm","Neubert; Parker","Risk Anal","2004","10.1111/j.0272-4332.2004.00481.x","Parker Ecol Appl 2000;  Stokes Div and Distrib 2006; McMahon; Metcalf Biol Inv 2008",4,1993,1996,"1",6,"Plant diameter; biomass","Yes","No","Discovery Park",47.66,-122.41,60,"USA","N America","TBM","A","Individual","Unmanipulated","W",1993,NA,NA,1995,NA,NA,"Divided","Yes","Invasion stage: edge",7,0.914166666666667,71,"Y_edits","coordinates added","urban grasslands and prairie",151,0.407188378151419,0.518053599764618,4,17,24,0.235294117647059,0.166666666666667,0.802050975958856,0.211079209766472,0.00575518181441654,2.77558251554602,2.21163166397415,0.643320563182724,0.637358692340234,0.658828364783475,22.1954847171373,1
"5652","Cytisus_scoparius","Cytisus scoparius","Common broom; Scotch broom; English broom","Cytisus","Leguminosae","Fabales","Magnoliopsida","Magnoliophyta","Plantae","Shrub","Eudicot","Angiosperm","Neubert; Parker","Risk Anal","2004","10.1111/j.0272-4332.2004.00481.x","Parker Ecol Appl 2000;  Stokes Div and Distrib 2006; McMahon; Metcalf Biol Inv 2008",4,1993,1996,"1",6,"Plant diameter; biomass","Yes","No","13th Division Prairie",47.1,-122.53,60,"USA","N America","TBM","A","Individual","Unmanipulated","W",1994,NA,NA,1995,NA,NA,"Divided","Yes","Invasion stage: edge",7,0.99,72,"Y_edits","coordinates added","urban grasslands and prairie",152,1.42564953657934,1824.56781799118,2,79,237,0.0253164556962025,0.00843881856540084,0.0391805011899081,0.477924881299326,0.000257189525968757,48.7124659612185,2.33333333333333,0.0377658952612705,0.124229012496865,0.0418431584169431,15.8649927333784,1
"5654","Cytisus_scoparius","Cytisus scoparius","Common broom; Scotch broom; English broom","Cytisus","Leguminosae","Fabales","Magnoliopsida","Magnoliophyta","Plantae","Shrub","Eudicot","Angiosperm","Neubert; Parker","Risk Anal","2004","10.1111/j.0272-4332.2004.00481.x","Parker Ecol Appl 2000;  Stokes Div and Distrib 2006; McMahon; Metcalf Biol Inv 2008",4,1993,1996,"1",6,"Plant diameter; biomass","Yes","No","Weir Prairie",47.1,-122.53,60,"USA","N America","TBM","A","Individual","Unmanipulated","W",1994,NA,NA,1995,NA,NA,"Divided","Yes","Invasion stage: edge",7,0.977,73,"Y_edits","coordinates added","urban grasslands and prairie",153,0.971912568963135,301.912421971936,2,29,108,0.0689655172413793,0.0185185185185185,0.0813366654610584,0.226790805466095,0.00123583844316979,21.5058232132618,3.08333333333333,0.141234556393828,0.425372413348003,0.157281964407336,17.6458609627893,1
"5656","Cytisus_scoparius","Cytisus scoparius","Common broom; Scotch broom; English broom","Cytisus","Leguminosae","Fabales","Magnoliopsida","Magnoliophyta","Plantae","Shrub","Eudicot","Angiosperm","Neubert; Parker","Risk Anal","2004","10.1111/j.0272-4332.2004.00481.x","Parker Ecol Appl 2000;  Stokes Div and Distrib 2006; McMahon; Metcalf Biol Inv 2008",4,1993,1996,"1",6,"Plant diameter; biomass","Yes","No","Magnuson Park",47.68,-122.25,60,"USA","N America","TBM","A","Individual","Unmanipulated","W",1994,NA,NA,1995,NA,NA,"Divided","Yes","Invasion stage: edge",7,0.955,74,"Y_edits","coordinates added","urban grasslands and prairie",154,0.963851892027878,91.1840493093878,4,16,24,0.25,0.166666666666667,0.29742040974079,0.398349190077233,0.00118721131746929,11.040525455434,2.40845070422541,0.698117106232479,0.71591743054754,0.711242449439762,17.4797406252773,1
"5658","Cytisus_scoparius","Cytisus scoparius","Common broom; Scotch broom; English broom","Cytisus","Leguminosae","Fabales","Magnoliopsida","Magnoliophyta","Plantae","Shrub","Eudicot","Angiosperm","Neubert; Parker","Risk Anal","2004","10.1111/j.0272-4332.2004.00481.x","Parker Ecol Appl 2000;  Stokes Div and Distrib 2006; McMahon; Metcalf Biol Inv 2008",4,1993,1996,"1",6,"Plant diameter; biomass","Yes","No","Montlake Fill",47.66,-122.29,60,"USA","N America","TBM","A","Individual","Unmanipulated","W",1994,NA,NA,1995,NA,NA,"Divided","Yes","Invasion stage: edge",7,0.96,75,"Y_edits","coordinates added","urban grasslands and prairie",155,0.12294849165903,0.922127243991173,4,16,23,0.25,0.173913043478261,0.217665755387618,0.132560888352707,0,15.2028867102396,3.17391304347826,0.758462480991801,0.780960516066357,0.780418327840004,41.9703707267551,1
"5752","Lonicera_maackii","Lonicera maackii","Amur Honeysuckle; Bush Honeysuckle","Lonicera","Caprifoliaceae","Dipsacales","Magnoliopsida","Magnoliophyta","Plantae","Shrub","Eudicot","Angiosperm","Burns; Pardini; Schutzenhofer; Chung; Seidler; Knight","Ecology","2013","10.1890/12-1310.1","Burns Ecol 2013 – Pers. comm.",2,2007,2008,"1",1,"No","Yes","No","Tyson Research Center",38.5,-90.5,187,"USA","N America","TBM","A","Individual","Unmanipulated","W",2007,NA,NA,2008,NA,NA,"Divided","Yes",NA,4,1,76,"Y_edits","Fixed longitude. Matches original study","Grassland",156,0.951923745479571,397.120554550933,2,8,131,0.25,0.0152671755725191,0.0189806628706389,0.321144695869352,0.0100130559439689,97.2222222222218,8.1481757259866,0.010057186061263,0.751750067256477,0.0592458125564841,11.3083255624443,1
"5857","Rosa_multiflora","Rosa multiflora",NA,"Rosa","Rosaceae","Rosales","Magnoliopsida","Magnoliophyta","Plantae","Shrub","Eudicot","Angiosperm","Burns; Pardini; Schutzenhofer; Chung; Seidler; Knight","Ecology","2013","10.1890/12-1310.1","Burns Ecol 2013 – Pers. comm.",2,2007,2008,"1",1,"No","Yes","No","Tyson Research Center",38.5,-90.5,187,"USA","N America","TBM","A","Individual","Unmanipulated","W",2007,NA,NA,2008,NA,NA,"Divided","Yes",NA,4,1,77,"Y_edits","Fixed longitude. Matches original study","Forest",157,0.796407658363732,76.4633035714285,2,4,6,0.5,0.333333333333333,0.067011743752435,0.550126199930848,0.0343713278114543,25.3571428571428,4.48837209302326,0.32181604626691,0.925873715124816,0.711656713847971,7.70031167891204,1
"6418","Ailanthus_altissima","Ailanthus altissima","Tree of heaven","Ailanthus","Simaroubaceae","Sapindales","Magnoliopsida","Magnoliophyta","Plantae","Tree","Eudicot","Angiosperm","Burns; Pardini; Schutzenhofer; Chung; Seidler; Knight","Ecology","2013","10.1890/12-1310.1",NA,3,2007,2009,"1",1,"No","Yes","No","Tyson Research Center",38.5,-90.5,187,"USA","N America","TMB","A","Individual","Unmanipulated","W",2007,NA,NA,2008,NA,NA,"Divided","Yes",NA,4,0.76,78,"Y_edits","Fixed longitude, Note only one population measured for one year","Forest",158,0.400428353507576,0.535377425293868,4,17,25,0.235294117647059,0.16,0.397153945666236,0.103153392750722,0,4.07166123778502,6,0.300609805700422,0.427410287257839,0.405331902167947,13.0050863160059,1
"6553","Cecropia_obtusifolia","Cecropia obtusifolia",NA,"Cecropia","Urticaceae","Rosales","Magnoliopsida","Magnoliophyta","Plantae","Tree","Eudicot","Angiosperm","Alvarez-Buylla","Am Nat","1994","10.1086/285599",NA,8,1983,1990,"1",1,"DBH","No","No","Los Tuxtlas",18.5833333333333,-95.12,500,"MEX","N America","TMB","A","Individual","Unmanipulated","W",1983,NA,NA,1990,NA,NA,"Divided","Yes",NA,8,0.9656,79,"Y_edits","error ammended, longitude corrected","Forest",165,1.0308457369065,1.47292382471357,2,3,4,0.666666666666667,0.5,0.106285695223222,0.000245068121951372,0,14.2496921390282,4.56751553693972,NA,1,0.996372835973138,24.8674406943755,1
"6923","Sapium_sebiferum","Sapium sebiferum","Triadica sebifera; Chinese tallow tree; Florida aspen; Chicken tree; Gray popcorn tree; Candleberry tree","Triadica","Euphorbiaceae","Malpighiales","Magnoliopsida","Magnoliophyta","Plantae","Tree","Eudicot","Angiosperm","Renne","PhD thesis","2001","None",NA,4,1997,2000,"1",5,"Plant height","No","No","Maritime evergreen forest",33.3333333333333,-79.25,4,"USA","N America","TCF","A","Individual","Unmanipulated","W",1997,NA,NA,2000,NA,NA,"Divided","Yes",NA,12,1,80,"Y_edits","minor edits made to matrices to correct survivalIssue of 0.0001, longitude corrected","forest",171,0.676406616575928,128074.448068638,3,NA,NA,NA,NA,2.60747508552302e-05,0.151216716528438,0.0108554626763381,115042.105743716,11.726089858395,NA,NA,NA,114.539940066955,1
"6927","Sapium_sebiferum","Sapium sebiferum","Triadica sebifera; Chinese tallow tree; Florida aspen; Chicken tree; Gray popcorn tree; Candleberry tree","Triadica","Euphorbiaceae","Malpighiales","Magnoliopsida","Magnoliophyta","Plantae","Tree","Eudicot","Angiosperm","Renne","PhD thesis","2001","None",NA,4,1997,2000,"1",5,"Plant height","No","No","Loblolly pine forest",33.3333333333333,-79.25,4,"USA","N America","TCF","A","Individual","Unmanipulated","W",1997,NA,NA,2000,NA,NA,"Divided","Yes",NA,12,1,81,"Y_edits","minor edits made to matrices to correct survivalIssue of 0.0001, longitude corrected","forest",172,0.410635608806801,911.840411867541,3,487,1011,0.00616016427104723,0.0029673590504451,0.0137313065485444,0.374797366820167,0.0470938370470835,208.226479938187,10.2523654210714,0.0194249625993402,0.0575792556600519,0.0280248784094864,40.8332159442794,1
"6935","Sapium_sebiferum","Sapium sebiferum","Triadica sebifera; Chinese tallow tree; Florida aspen; Chicken tree; Gray popcorn tree; Candleberry tree","Triadica","Euphorbiaceae","Malpighiales","Magnoliopsida","Magnoliophyta","Plantae","Tree","Eudicot","Angiosperm","Renne","PhD thesis","2001","None",NA,4,1997,2000,"1",5,"Plant height","No","No","Young mixed pine-hardwood forest",33.3333333333333,-79.25,4,"USA","N America","TCF","A","Individual","Unmanipulated","W",1997,NA,NA,2000,NA,NA,"Divided","Yes",NA,12,1,82,"Y_edits","minor edits made to matrices to correct survivalIssue of 0.0001, longitude corrected","forest",173,0.784447160044813,NA,2,NA,NA,NA,NA,NA,0.237632948071034,0.0215480097966765,NA,NA,NA,NA,NA,NA,1
"6939","Sapium_sebiferum","Sapium sebiferum","Triadica sebifera; Chinese tallow tree; Florida aspen; Chicken tree; Gray popcorn tree; Candleberry tree","Triadica","Euphorbiaceae","Malpighiales","Magnoliopsida","Magnoliophyta","Plantae","Tree","Eudicot","Angiosperm","Renne","PhD thesis","2001","None",NA,4,1997,2000,"1",5,"Plant height","No","No","Bottomland hardwood forest",33.3333333333333,-79.25,4,"USA","N America","TCF","A","Individual","Unmanipulated","W",1997,NA,NA,2000,NA,NA,"Divided","Yes",NA,12,1,83,"Y_edits","minor edits made to matrices to correct survivalIssue of 0.0001, longitude corrected","forest",174,0.679446266131138,3.43679025374727,4,14,34,0.285714285714286,0.117647058823529,0.0424854534664466,0.0701567728933059,0.0244980633362264,76.8340565319978,17.3158153331818,0.3872650694217,0.861975481562369,0.676875190041989,103.01478300457,1
"162","Cerastium_fontanum","Cerastium fontanum",NA,"Cerastium","Caryophyllaceae","Apiales","Magnoliopsida","Magnoliophyta","Plantae","Annual","Eudicot","Angiosperm","Burns; Pardini; Schutzenhofer; Chung; Seidler; Knight","Ecology","2013","10.1890/12-1310.1","Burns Ecol 2013 – Pers. comm.",2,2007,2008,"1",1,"No","Yes","No","Tyson Research Center",38.5,-90.5,187,"USA","N America","TBM","A","Mean","Unmanipulated","W",2007,NA,NA,2008,NA,NA,"Divided","Yes",NA,3,0.301,84,"Y_edits","Fixed longitude. Changes made to match original, only one population measured for one year","Grassland",180,4.56520000000001,4.5652,2,5,7,0.4,0.285714285714286,1,0,0,1,1,1,1,1,1.01543111471066,1
"1413","Carduus_nutans","Carduus nutans","Nodding thistle; Musk thistle","Carduus","Compositae","Asterales","Magnoliopsida","Magnoliophyta","Plantae","Herbaceous perennial","Eudicot","Angiosperm","Jongejans; Sheppard; Shea","J Appl Ecol","2006","10.1111/j.1365-2664.2006.01228.x","Jongejans J Ecol 2008; Shea Ecol 2005; Shea Ecol Appl 1998; Sheppard Weeds 1989; Woodburn; Sheppard 1996; Shea Ecol Appl 2010 (PDF)",4,1986,1989,"1",3,"Rosette area","Yes","No","Pop 1; Pop 2; Pop 3",44,3.15,800,"FRA","Europe","MED","A","Mean","Unmanipulated","W",1986,NA,NA,1989,NA,NA,"Divided","Yes","Sites were sheep-grazed. That was ""natural"" management, not an experimental treatment; The GPS coordinates were approximated to the closest geographic location described in the reference.",4,0.362433333333333,85,"Y","Correct, information on matrix splitting was obtained by compadre from author","grasslands",183,0.263253647232041,0.249558031955998,2,6,8,0.333333333333333,0.25,0.830354867220136,0.0452345288716131,0.00446341813192443,1.40860875145539,1,0.223905225978276,0.285293906640898,0.223905225978276,3.09562381508579,1
"1414","Carduus_nutans","Carduus nutans","Nodding thistle; Musk thistle","Carduus","Compositae","Asterales","Magnoliopsida","Magnoliophyta","Plantae","Herbaceous perennial","Eudicot","Angiosperm","Jongejans; Sheppard; Shea","J Appl Ecol","2006","10.1111/j.1365-2664.2006.01228.x","Jongejans J Ecol 2008; Shea Ecol 2005; Shea Ecol Appl 1998; Sheppard Weeds 1989; Woodburn; Sheppard 1996; Shea Ecol Appl 2010 (PDF)",4,1986,1989,"1",3,"Rosette area","Yes","No","Pop 1",44,3.15,800,"FRA","Europe","MED","A","Mean","Unmanipulated","W",1986,NA,NA,1989,NA,NA,"Divided","Yes","Sites were sheep-grazed. That was ""natural"" management, not an experimental treatment; The GPS coordinates were approximated to the closest geographic location described in the reference.",4,0.3505,86,"Y","Correct, information on matrix splitting was obtained by compadre from author","grasslands",184,0.111524076344969,0.0577555780844297,2,6,7,0.333333333333333,0.285714285714286,0.840138198329138,0.0352727737560896,0.000608048865680325,1.38056072676803,1,0.294411962119209,0.323071708008985,0.294411962119209,3.7547794742002,1
"1415","Carduus_nutans","Carduus nutans","Nodding thistle; Musk thistle","Carduus","Compositae","Asterales","Magnoliopsida","Magnoliophyta","Plantae","Herbaceous perennial","Eudicot","Angiosperm","Jongejans; Sheppard; Shea","J Appl Ecol","2006","10.1111/j.1365-2664.2006.01228.x","Jongejans J Ecol 2008; Shea Ecol 2005; Shea Ecol Appl 1998; Sheppard Weeds 1989; Woodburn; Sheppard 1996; Shea Ecol Appl 2010 (PDF)",4,1986,1989,"1",3,"Rosette area","Yes","No","Pop 2",44,3.15,800,"FRA","Europe","MED","A","Mean","Unmanipulated","W",1986,NA,NA,1989,NA,NA,"Divided","Yes","Sites were sheep-grazed. That was ""natural"" management, not an experimental treatment; The GPS coordinates were approximated to the closest geographic location described in the reference.",4,0.3624,87,"Y","Correct, information on matrix splitting was obtained by compadre from author","grasslands",185,0.273226072101741,0.250069072079019,2,6,8,0.333333333333333,0.25,0.927929449811799,0.0392566535238394,0.0251293684512323,1.15533627088313,0.999999999999999,0.0210995185529895,0.0230099150964724,0.0210995185529895,2.962790897753,1
"1416","Carduus_nutans","Carduus nutans","Nodding thistle; Musk thistle","Carduus","Compositae","Asterales","Magnoliopsida","Magnoliophyta","Plantae","Herbaceous perennial","Eudicot","Angiosperm","Jongejans; Sheppard; Shea","J Appl Ecol","2006","10.1111/j.1365-2664.2006.01228.x","Jongejans J Ecol 2008; Shea Ecol 2005; Shea Ecol Appl 1998; Sheppard Weeds 1989; Woodburn; Sheppard 1996; Shea Ecol Appl 2010 (PDF)",4,1986,1989,"1",3,"Rosette area","Yes","No","Pop 3",44,3.15,800,"FRA","Europe","MED","A","Mean","Unmanipulated","W",1986,NA,NA,1989,NA,NA,"Divided","Yes","Sites were sheep-grazed. That was ""natural"" management, not an experimental treatment; The GPS coordinates were approximated to the closest geographic location described in the reference.",4,0.4789,88,"Y","Correct, information on matrix splitting was obtained by compadre from author","grasslands",186,0.119888326595067,0.123436815229409,2,7,9,0.285714285714286,0.222222222222222,0.705983984431703,0.0590781754436536,0.00115668159572736,1.8329254545483,1,0.243927436699616,0.274299005565256,0.243927436699616,4.11292540928427,1
"1420","Carduus_nutans_3","Carduus nutans","Nodding thistle; Musk thistle","Carduus","Compositae","Asterales","Magnoliopsida","Magnoliophyta","Plantae","Herbaceous perennial","Eudicot","Angiosperm","Shea; Kelly; Sheppard; Woodburn","Ecology","2005","10.1890/05-0195",NA,9,1988,1996,"1",NA,"Yes","Yes","No","Kybeyan",-36.36,149.4,998,"AUS","Oceania",NA,"A","Mean","Unmanipulated","W",1988,NA,NA,1996,NA,NA,"Divided","Yes",NA,4,0.6565,89,"Y_edits","Latitude fixed","grasslands",187,0.688308834889817,1.78693369514963,2,7,10,0.285714285714286,0.2,0.624579828358885,0.187066721720667,0.000848320022116149,2.20215272602559,1,0.128947619344652,0.173494392530617,0.128947619344652,3.0316272348389,1
"1421","Carduus_nutans_3","Carduus nutans","Nodding thistle; Musk thistle","Carduus","Compositae","Asterales","Magnoliopsida","Magnoliophyta","Plantae","Herbaceous perennial","Eudicot","Angiosperm","Shea; Kelly; Sheppard; Woodburn","Ecology","2005","10.1890/05-0195",NA,9,1988,1996,"1",NA,"Yes","Yes","No","Midland",-40.25,175.716666666667,200,"NZL","Oceania",NA,"A","Mean","Unmanipulated","W",1988,NA,NA,1988,NA,NA,"Divided","Yes",NA,4,0.2229,90,"Y_edits","Latitude fixed","grasslands",188,3.29376317784473,4.11135465382528,2,4,4,0.5,0.5,0.992604993537645,0.0146922748523256,0,1.0149002,1,0.54188730725449,0.54188730725449,0.54188730725449,1.77856790796027,1
"1859","Cynoglossum_officinale","Cynoglossum officinale","Gypsyflower","Cynoglossum","Boraginaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae","Herbaceous perennial","Eudicot","Angiosperm","Boorman; Fuller","New Phyto","1984","10.1111/j.1469-8137.1984.tb03596.x",NA,4,1973,1976,"1",10,"No","Yes","No","Holkham",52.97,0.77,10,"GBR","Europe","TBM","A","Mean","Unmanipulated","W",1973,NA,NA,1976,NA,NA,"Divided","Yes",NA,4,0.16,91,"Y_edits","coordinates added, matrices fixed","dune grasslands",191,0.989999999999999,1.17857142857143,2,3,5,0.666666666666667,0.4,0.91304347826087,0,0,1.19047619047619,1,0.169590643274854,0.318681318681318,0.169590643274854,2.18222638029373,1
"2873","Hieracium_floribundum","Hieracium floribundum","Yellow devil hawkweed","Hieracium","Compositae","Asterales","Magnoliopsida","Magnoliophyta","Plantae","Herbaceous perennial","Eudicot","Angiosperm","Thomas; Dale","Can J Bot","1975","10.1139/b75-331",NA,2,1970,1971,"1",1,"No","Yes","No","Arkell Springs Site",43.5458333333333,-80.233,328,"CAN","N America","TGS","A","Mean","Unmanipulated","W",1970,NA,NA,1971,NA,NA,"Divided","Yes","Corrected by Franco & Silvertown",4,1,92,"Y_edits","Longitude fixed","grassland",200,0.281344469628049,0.684607256831781,3,5,225,0.6,0.0133333333333333,0.0136136321541025,0.0492226850924492,0.0437420433041534,218.367346938778,1.99999999999975,0.0228952920757869,0.812772706228395,0.0228952920757869,262.33394889501,1
"2881","Himantoglossum_hircinum","Himantoglossum hircinum","Lizard orchid","Himantoglossum","Orchidaceae","Asparagales","Liliopsida","Magnoliophyta","Plantae","Herbaceous perennial","Monocot","Angiosperm","Pfeifer; Wiegand; Heinrich; Jetschke","J Appl Ecol","2006","10.1111/j.1365-2664.2006.01148.x",NA,26,1976,2001,"1",1,"Number of leaves","Yes","No","Leutratal Nature Reserve",50.9461111111111,11.5930555555556,178,"DEU","Europe","TBM","A","Mean","Unmanipulated","W",1976,NA,NA,2004,NA,NA,"Divided","Yes",NA,5,0.992,93,"Y_edits","Use as is","grassland",201,0.580528405759064,5.91979202132633,2,3,22,0.666666666666667,0.0909090909090909,0.124467471905602,0.128885277121485,0.08805701777995,8.57194904838526,7.49650618236638,0.000559511571118776,0.593666642907124,0.080476849252125,6.39621170929863,1
"5631","Banksia_ericifolia","Banksia ericifolia",NA,"Banksia","Proteaceae","Proteales","Magnoliopsida","Magnoliophyta","Plantae","Shrub","Eudicot","Angiosperm","Bradstock; O'Connell","Aust J Ecol","1988","10.1111/j.1442-9993.1988.tb00999.x",NA,4,1980,1983,"1",1,"No","No","Yes","Brisbane Water National Park",-33.48,151.25,142,"AUS","Oceania","TGS","A","Mean","Unmanipulated","W",1980,NA,NA,1983,NA,NA,"Divided","Yes",NA,9,0.93,94,"Y","Can't check original matrices but transitions types look reasonable.  Some seedling data is from experimental fires, but fire is natural in the ecosystem","Shrubland/forest",221,1.2164028710804,307.250652713131,6,59,90,0.101694915254237,0.0666666666666667,0.309107635694572,0.473488361692802,0,14.2857142857143,5.125,0.105005305999169,0.214249526087449,0.144732530718946,12.6228443664172,1
"5757","Miconia_albicans","Miconia albicans",NA,"Miconia","Melastomataceae","Myrtales","Magnoliopsida","Magnoliophyta","Plantae","Shrub","Eudicot","Angiosperm","Hoffmann","Ecology","1999","10.2307/177080","Ecological Archives E080-010-A1; Hoffmann Ecol 1999; Hoffmann J Appl Ecol 1998",5,1991,1995,"1",1,"Stem diameter","No","No","Ecological Reserve of the Brazilian Institute of Geography and Statistics (IBGE)",-15.93,-47.88,1093,"BRA","S America","TGV","A","Mean","Unmanipulated","W",1992,NA,NA,1995,NA,NA,"Divided","Yes",NA,13,1,95,"Y_edits","lat long ammended 
                                      Note: this is the unburnt control condition in a region that 
                                     experiences fire regimes","shrubland and forest",222,0.861524579960796,625.019786991302,2,5,7,0.4,0.285714285714286,0.0127637538935032,0.20630011729558,0.00166526357901607,148.886579351661,7.8071344795034,NA,0.987762972906717,0.965419813738023,37.8613957406823,1
"5806","Petrophile_pulchella","Petrophile pulchella",NA,"Petrophile","Proteaceae","Proteales","Magnoliopsida","Magnoliophyta","Plantae","Shrub","Eudicot","Angiosperm","Bradstock; O'Connell","Aust J Bot","1988","10.1111/j.1442-9993.1988.tb00999.x",NA,4,1980,1983,"1",7,"Plant height","No","No","Brisbane Water national Park",-33.48,151.25,170,"AUS","Oceania","TBM","A","Mean","Unmanipulated","W",1980,NA,NA,1983,NA,NA,"Divided","Yes","Only stage class 2-6 are described in paper, others are from old matrices file",9,0.97,96,"Y_edits","Latitude ammended. Can't check original matrices but transitions types look reasonable.  Some seedling data is from experimental fires, but fire is natural in the ecosystem","Shrubland/forest",223,1.06564391961575,806.994455327845,2,98,173,0.0204081632653061,0.0115606936416185,0.0514075887392901,0.470156386526538,0,33.3333333333333,5.57142857142856,0.0823893949435359,0.176456994286042,0.103266714854623,13.4712751503149,1
