"","SpeciesAuthor","SpeciesAccepted","CommonName","Genus","Family","Order","Class","Phylum","Kingdom","OrganismType","DicotMonoc","AngioGymno","Authors","Journal","YearPublication","DOI.ISBN","AdditionalSource","StudyDuration","StudyStart","StudyEnd","AnnualPeriodicity","NumberPopulations","MatrixCriteriaSize","MatrixCriteriaOntogeny","MatrixCriteriaAge","MatrixPopulation","Lat","Lon","Altitude","Country","Continent","Ecoregion","StudiedSex","MatrixComposite","MatrixTreatment","MatrixCaptivity","MatrixStartYear","MatrixStartSeason","MatrixStartMonth","MatrixEndYear","MatrixEndSeason","MatrixEndMonth","MatrixSplit","MatrixFec","Observation","MatrixDimension","SurvivalIssue","UID1","checkY","checknote","habitatAuthor","UID_new","Mean_repro","Net_repro","Age_50_dead","Age_99_dead","Age_999_dead","survival_index99","Survival_index999","Survival_index_La_RepExp","Growth","Retrogression","Repro_life_expectancy","Age_at_Maturity","GiniF_repro","Gini_life99","Gini_life999","Gen_time","NSeedStages"
"6538","Castanea_dentata","Castanea dentata","American chestnut","Castanea","Fagaceae","Fagales","Magnoliopsida","Magnoliophyta","Plantae","Tree","Eudicot","Angiosperm","Davelos; Jarosez","J Ecol","2004","10.1111/j.0022-0477.2004.00907.x",NA,5,1996,2000,"1",6,"Plant height; DBH","Based on size","No","Stivers",44.48,-84.1366666666667,310,"USA","N America","TBM","A","Individual","Unmanipulated","W",1996,NA,NA,2000,NA,NA,"Divided","Yes","Epidemic",8,1,67,"Y_edits","Coordinates fixed. Can't access original matrices, but transition types look correct","Forest",162,0.0293217966971545,0.14266007933129,5,102,181,0.0490196078431373,0.0276243093922652,0.0963196182915634,0.100393774019537,0.0683452147477193,37.9079131698077,14.0025915506823,0.0435598793689927,0.181524501814591,0.106430035250474,85.5339374917842,0
"6543","Castanea_dentata","Castanea dentata","American chestnut","Castanea","Fagaceae","Fagales","Magnoliopsida","Magnoliophyta","Plantae","Tree","Eudicot","Angiosperm","Davelos; Jarosez","J Ecol","2004","10.1111/j.0022-0477.2004.00907.x",NA,5,1996,2000,"1",6,"Plant height; DBH","Based on size","No","Frankfort",44.6436111111111,-86.23,250,"USA","N America","TBM","A","Individual","Unmanipulated","W",1996,NA,NA,2000,NA,NA,"Divided","Yes","Recovering",8,1,68,"Y_edits","Coordinates fixed. Can't access original matrices, but transition types look correct","Forest",163,0.179418426825611,0.0165725061684815,3,21,43,0.142857142857143,0.0697674418604651,0.076848466322305,0.145720379089016,0.0264454761527469,23.5421840169935,15.4956802836147,0.463379530617475,0.734237770858208,0.638666074395079,121.142922606039,0
"6548","Castanea_dentata","Castanea dentata","American chestnut","Castanea","Fagaceae","Fagales","Magnoliopsida","Magnoliophyta","Plantae","Tree","Eudicot","Angiosperm","Davelos; Jarosez","J Ecol","2004","10.1111/j.0022-0477.2004.00907.x",NA,5,1996,2000,"1",6,"Plant height; DBH","Based on size","No","County Line",44.5166666666667,-86.1,300,"USA","N America","TBM","A","Individual","Unmanipulated","W",1996,NA,NA,2000,NA,NA,"Divided","Yes","Recovering",8,1,69,"Y_edits","Coordinates fixed. Can't access original matrices, but transition types look correct","Forest",164,0.0904275988876169,7.33151081232376,7,310,712,0.0225806451612903,0.0098314606741573,0.0377325946187586,0.103302683628011,0.0200655782972547,153.577854415211,31.938144967455,0.0772672761027677,0.245981639131867,0.11572810568116,145.467072033702,0
"6824","Pinus_nigra","Pinus nigra","Black pine","Pinus","Pinaceae","Pinales","Pinopsida","Pinophyta","Plantae","Tree",NA,"Gymnosperm","Buckley; Brockerhoff; Langer; Ledgard; North; Rees","J Appl Ecol","2005","10.1111/j.1365-2664.2005.01100.x","Torres Interciencia Nav 2008",18,1986,2003,"1",1,"No","Yes","Yes","Grassland",-44.266,170.05,491,"NZL","Oceania","TGS","A","Individual","Unmanipulated","W",1986,NA,NA,2003,NA,NA,"Divided","Yes","Intensity of grazing: 0",8,0.984,70,"Y_edits","Latitude fixed, matrices from previous database","Grassland",166,1.40261820228715,110336.746503601,40,268,402,0.149253731343284,0.0995024875621891,0.587827130265077,0.968208246729158,0,59.515570934256,8.53164556962025,0.0304329664445605,0.0698390272039216,0.0471795972190622,13.3997902846265,0
"6825","Pinus_nigra","Pinus nigra","Black pine","Pinus","Pinaceae","Pinales","Pinopsida","Pinophyta","Plantae","Tree",NA,"Gymnosperm","Buckley; Brockerhoff; Langer; Ledgard; North; Rees","J Appl Ecol","2005","10.1111/j.1365-2664.2005.01100.x","Torres Interciencia Nav 2008",18,1986,2003,"1",1,"No","Yes","Yes","Shrubland",-44.266,170.05,491,"NZL","Oceania","TGS","A","Individual","Unmanipulated","W",1986,NA,NA,2003,NA,NA,"Divided","Yes","Intensity of grazing: 0",8,0.984,71,"Y_edits","Latitude fixed, matrices from previous database","Shrubland",167,0.895353170349793,1553.83819054672,3,87,221,0.0344827586206897,0.0135746606334842,0.0446710377479969,0.623952755609792,0,59.515570934256,7.64203612479473,0.0545438587035732,0.185012968939916,0.0803290261934757,17.3670570055545,0
"6835","Pinus_strobus","Pinus strobus","Eastern white pine","Pinus","Pinaceae","Pinales","Pinopsida","Pinophyta","Plantae","Tree",NA,"Gymnosperm","Münzbergová; Hadincová; Wild; Kindlmannová","PLoS ONE","2013","10.1371/journal.pone.0056953",NA,3,2005,2007,"1",3,"Plant height","Yes","No","Middle",50.8666666666667,14.4166666666667,380,"CZE","Europe","TBM","A","Individual","Unmanipulated","W",2004,NA,NA,2007,NA,NA,"Divided","Yes",NA,9,0.993333333333333,72,"Y_edits","edits made to MatrixTreatment further up in the code
                             to include all sites as unmanipulated as per paper","Forest",168,0.463674849802294,8.09009384449502,3,23,225,0.130434782608696,0.0133333333333333,0.0171671042792006,0.269917915689768,0,99.9999999999999,74.7528267556895,0.0900208600116281,0.822538596739416,0.326925829454652,124.656649257244,0
"6839","Pinus_strobus","Pinus strobus","Eastern white pine","Pinus","Pinaceae","Pinales","Pinopsida","Pinophyta","Plantae","Tree",NA,"Gymnosperm","Münzbergová; Hadincová; Wild; Kindlmannová","PLoS ONE","2013","10.1371/journal.pone.0056953",NA,3,2005,2007,"1",3,"Plant height","Yes","No","Upper",50.8666666666667,14.4166666666667,430,"CZE","Europe","TBM","A","Individual","Unmanipulated","W",2004,NA,NA,2007,NA,NA,"Divided","Yes",NA,9,0.99,73,"Y_edits","edits made to MatrixTreatment further up in the code
                             to include all sites as unmanipulated as per paper","Forest",169,0.207710946163253,7.1595696732379,3,151,319,0.0198675496688742,0.00940438871473354,0.0186560918770681,0.167090882172712,0,71.4285714285714,89.3768115942031,0.106901125720446,0.49347222616384,0.312119306401146,125.927505300737,0
"6843","Pinus_strobus","Pinus strobus","Eastern white pine","Pinus","Pinaceae","Pinales","Pinopsida","Pinophyta","Plantae","Tree",NA,"Gymnosperm","Münzbergová; Hadincová; Wild; Kindlmannová","PLoS ONE","2013","10.1371/journal.pone.0056953",NA,3,2005,2007,"1",3,"Plant height","Yes","No","Bottom",50.8666666666667,14.4166666666667,340,"CZE","Europe","TBM","A","Individual","Unmanipulated","W",2004,NA,NA,2007,NA,NA,"Divided","Yes",NA,9,1,74,"Y_edits","edits made to MatrixTreatment further up in the code
                             to include all sites as unmanipulated as per paper","Forest",170,0.414546353626725,35.4607866740685,3,27,459,0.111111111111111,0.0065359477124183,0.00725236330542596,0.258065885683919,0,333.333333333333,80.3249286232222,0.0516381362703066,0.81566881723317,0.185325875085402,162.905748359285,0
"6965","Shorea_leprosula","Shorea leprosula","Meranti Tembaga","Shorea","Dipterocarpaceae","Dipsacales","Magnoliopsida","Magnoliophyta","Plantae","Tree","Eudicot","Angiosperm","Visser; Jongejans; van Breugel; Zuidema; Chen; Kassim; de Kroon","J Ecol","2011","10.1111/j.1365-2745.2011.01825.x","Table S2",16,1986,2001,"1",1,"DBH","No","No","Pasoh Forest",2.96666666666667,102.3,134,"MYS","Asia","TMB","A","Individual","Unmanipulated","W",1986,NA,NA,2000,NA,NA,"Divided","Yes",NA,7,0.984366666666667,75,"Y_edits","Start and end year of matrices added for 2 and 3, annual periodicity corrected, matrices fixed based on original","forest",175,0.349609644312998,18.3647856258884,3,19,112,0.157894736842105,0.0267857142857143,0.0307954840042866,0.0194725313902886,0,55.9343035301317,41.4825774509372,0.228166013815895,0.794235035790253,0.474296859558297,75.5347102729338,0
"7016","Tsuga_canadensis","Tsuga canadensis","Eastern hemlock","Tsuga","Pinaceae","Pinales","Pinopsida","Pinophyta","Plantae","Tree",NA,"Gymnosperm","Lamar; McGraw","Forest Ecol Manag","2005","10.1016/j.foreco.2005.02.056",NA,3,1997,1999,"1",1,"DBH","No","No","Limberlost-Whiteoak Canyon area of Shenandoah National Park",38.5666666666667,-78.37,951,"USA","N America","TBM","A","Individual","Unmanipulated","W",1997,NA,NA,1999,NA,NA,"Divided","Yes",NA,6,0.9903,76,"Y_edits","Longitude fixed","forest",176,0.0852825489109725,1.42265541498751,9,74,224,0.121621621621622,0.0401785714285714,0.0845620675907124,0.00502622890359567,0,69.6761284713146,36.7545709713807,0.39808774209379,0.610680824937264,0.491035740964759,180.983426368918,0
"1241","Bothriochloa_ischaemum","Bothriochloa ischaemum",NA,"Bothriochloa","Poaceae","Poales","Liliopsida","Magnoliophyta","Plantae","Herbaceous perennial","Monocot","Angiosperm","Gabbard","PhD thesis","2003","None",NA,3,1998,2000,"1",1,"Number of tillers","No","No","Pedernales Falls State Park; Doeskin Ranch; Eckhardt; Nagel; Simons; Victoria tracts; Freeman Ranch; Shield Ranch",30.3,-98.24,NA,"USA","N America","TGV","A","Individual","Unmanipulated","W",1998,NA,NA,2000,NA,NA,"Divided","Yes","Geolocation / Altitude: 30° 18' 27.89'' N 98° 15' 28.89'' W; 30° 34' 35.81'' N 98° 4' 5.43'' W; 29° 40' 9.81'' N 100° 0' 44.25'' W / 323 m; 330 m; 443 m",5,0.975,77,"Y_edits","Lat/Lon added, Original matrices were split incorrectly this has been recalculated","Grasslands",177,0.240504411109369,0.357158963640635,2,10,15,0.2,0.133333333333333,0.649287754895196,0.141201263047663,0.143659901292609,2.08029834987852,1,0.269917389398737,0.290899473278929,0.269917389398737,4.83800917283646,0
"2255","Epipactis_atrorubens","Epipactis atrorubens","Darkred helleborine","Epipactis","Orchidaceae","Asparagales","Liliopsida","Magnoliophyta","Plantae","Herbaceous perennial","Monocot","Angiosperm","Jäkäläniemi; Crone; Närhi; Tuomi","Ecology","2011","10.1890/10-1957.1",NA,NA,2000,NA,"1",NA,"No","Yes","No","Northern Finland",66.3666666666667,29.3166666666667,NA,"FIN","Europe","BOR","A","Mean","Moist site","W",2000,NA,NA,2008,NA,NA,"Divided","Yes",NA,11,1,78,"Y","I can't find original matrices . Life stages look correct from diagram","forest",178,0.86060690301345,6.40848987717324,2,7,184,0.285714285714286,0.0108695652173913,0.0221448128001561,0.0517038637972304,0.0311018738309226,77.2444843144577,13.0701197442366,0.0214555580899676,0.708422132056412,0.0741691052051361,48.3110652355117,0
"2256","Epipactis_atrorubens","Epipactis atrorubens","Darkred helleborine","Epipactis","Orchidaceae","Asparagales","Liliopsida","Magnoliophyta","Plantae","Herbaceous perennial","Monocot","Angiosperm","Jäkäläniemi; Crone; Närhi; Tuomi","Ecology","2011","10.1890/10-1957.1",NA,NA,2000,NA,"1",NA,"No","Yes","No","Northern Finland",66.3666666666667,29.3166666666667,NA,"FIN","Europe","BOR","A","Mean","Moist site","W",2000,NA,NA,2008,NA,NA,"Divided","Yes",NA,11,1,79,"Y","I can't find original matrices . Life stages look correct from diagram","forest",179,0.735818632042449,8.45670108629648,2,8,601,0.25,0.00332778702163062,0.00725675526734272,0.0891319379476966,0.0698263207492736,262.477759914147,13.1275108051951,0.00418389584022679,0.613152511141167,0.0189136006217884,99.0096856807465,0
"938","Armeria_maritima","Armeria maritima",NA,"Armeria","Plumbaginaceae","Caryophyllales","Magnoliopsida","Magnoliophyta","Plantae","Herbaceous perennial","Eudicot","Angiosperm","Lefebvre; Chandler-Mortimer","J Appl Ecol","1984","10.2307/2403051","Raw data; Excel file from Miguel Franco's database",5,1975,1979,"1",1,"Basal foliar tuft diameter","No","No","Plombieres",50.7333333333333,5.93333333333333,189,"BEL","Europe","TBM","A","Mean","Unmanipulated","W",1975,NA,NA,1979,NA,NA,"Divided","Yes",NA,11,0.9,80,"Y","excel supplied by author so I can't see it, but transition types match paper","Mine spoil, recolonisation",182,1.20921876890735,85.2070047688451,2,21,43,0.0952380952380952,0.0465116279069767,0.142530614740612,0.215746732779639,0,9.43462897526501,4.59744408945688,0.221536179778522,0.478682443460982,0.277140738365771,11.7876802099329,0
"1608","Cirsium_acaule","Cirsium acaule",NA,"Cirsium","Compositae","Asterales","Magnoliopsida","Magnoliophyta","Plantae","Herbaceous perennial","Eudicot","Angiosperm","Münzbergová","Am J Bot","2005","10.3732/ajb.92.12.1987",NA,5,2001,2005,"1",3,"No","Yes","No","Ceske´ stredohori Mountain",50.52,14.22,826,"CZE","Europe","TBM","A","Mean","Unmanipulated","W",2001,NA,NA,2005,NA,NA,"Divided","Yes",NA,3,0.969,81,"Y_edits","edits to improve precision on lat long","grasslands",189,0.0253129225915617,0.465843737353994,8,125,194,0.064,0.0412371134020619,0.242488945605306,0.0438099970869076,0.026962856302198,30.5162683759492,2.47492625368731,0.00368881931500538,0.013752836339171,0.00885105341181883,44.179374663469,0
"1636","Cirsium_pannonicum","Cirsium pannonicum",NA,"Cirsium","Compositae","Asterales","Magnoliopsida","Magnoliophyta","Plantae","Herbaceous perennial","Eudicot","Angiosperm","Münzbergova","Am J Bot","2005","10.3732/ajb.92.12.1987",NA,5,2001,2005,"1",2,"No","Yes","No","Ceske´ stredohori Mountain",50.54,14.16,826,"CZE","Europe","TBM","A","Mean","Unmanipulated","W",2001,NA,NA,2005,NA,NA,"Divided","Yes",NA,3,0.934,82,"Y_edits","coordinates refined","grasslands",190,0.0227681316675398,0.167256045440759,4,58,90,0.0689655172413793,0.0444444444444444,0.232730176271779,0.0755335087922955,0.0612281896287563,14.5949288806432,2.59235668789809,0.0108289695140733,0.0340902749683339,0.0219432507554882,30.9631434934346,0
"3649","Minuartia_obtusiloba","Minuartia obtusiloba",NA,"Minuartia","Caryophyllaceae","Caryophyllales","Magnoliopsida","Magnoliophyta","Plantae","Herbaceous perennial","Eudicot","Angiosperm","Forbis; Doak","Am J Bot","2004","10.3732/ajb.91.7.1147","Forbis PhD thesis 2002",4,1998,2001,"1",3,"Number of rosettes","No","No","Niwot Ridge",40.05,-105.6,3555,"USA","N America","DES","A","Mean","Unmanipulated","W",1998,NA,NA,2001,NA,NA,"Divided","Yes",NA,9,0.998,83,"Y_edits","Longitude fixed","alpine fellfields",202,0.0748403082603781,0.997674692563231,6,201,433,0.0298507462686567,0.0138568129330254,0.385975088072066,0.153054482301967,0,12.5450447073406,3,0.273774161918276,0.306816743693733,0.275455240247169,169.313024221396,0
"3897","Pinguicula_alpina","Pinguicula alpina",NA,"Pinguicula","Lentibulariaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae","Herbaceous perennial","Eudicot","Angiosperm","Svennson; Carlsson; Karlsson; Nordell","J Ecol","1993","10.2307/2261662","Kesler J Ecol 2008 (XCL)",8,1984,1991,"1",1,"Largest diameter across the leaf rosette; number of leaves; length of the longest leaf","No","No","Abisko Scientific Research Station (swedish Lapland)",68.35,18.8166666666667,1200,"SWE","Europe","TUN","A","Mean","Unmanipulated","W",1984,NA,NA,1991,NA,NA,"Divided","Yes","Coordiantes according to the Abisko Scientific Research Station nearby",11,1,84,"Y","Use as is. Can't access matrices, but lifecycle looks right","heath",203,0.434680955959904,1.88257980478917,2,42,77,0.0476190476190476,0.025974025974026,0.105185189675949,0.220651338103145,0.0934068589293663,8.77636708877435,10.2377166064828,0.0125167119838513,0.174469340043564,0.0967970276309257,19.5260943106929,0
"4681","Scorzonera_hispanica","Scorzonera hispanica",NA,"Scorzonera","Compositae","Asterales","Magnoliopsida","Magnoliophyta","Plantae","Herbaceous perennial","Eudicot","Angiosperm","Münzbergová","Folia Geobot","2006","10.1007/bf02806475",NA,4,2001,2004,"1",21,"Leaf length","No","No","Ceské Stredohorí Mountains",14.19,50.52,250,"CZE","Europe","TBM","A","Mean","Unmanipulated","W",2001,NA,NA,2004,NA,NA,"Divided","Yes","Mean of 21 populations",3,0.93,85,"Y_edits","accuracy of lat long improved from paper","grassland",205,0.273701624773647,0.748613678373383,2,32,56,0.0625,0.0357142857142857,0.122486711135514,0.125623149671575,0.0587951638402648,10.1663585951941,6.16194331983806,0.00253983074870774,0.105439870883145,0.0599879480435287,15.0903924261065,0
"5329","Astrocaryum_mexicanum","Astrocaryum mexicanum",NA,"Astrocaryum","Arecaceae","Arecales","Liliopsida","Magnoliophyta","Plantae","Palm","Monocot","Angiosperm","Pinero; Martinez; Sarukhan","Ecology","1984","10.2307/2259545","Cochran Ecol MoNAgr 1992",7,1975,1981,"1",1,"No","Yes","No","AA",18.6,-95.12,366,"MEX","N America","TMB","A","Mean","Unmanipulated","W",1975,NA,NA,1981,NA,NA,"Divided","Yes","High density of mature palms; Study location is Los Tuxtlas",14,1,86,"Y_edits","typo corrected in plot CC, average of plot locations removed","forest",207,0.760514339529053,17.3242605390467,2,11,109,0.181818181818182,0.018348623853211,0.00281440218899373,0.0357720713261255,0,669.5105532325,41.1199344147124,0.195568614305737,0.852318999656542,0.463774222535961,251.284773070896,0
"5330","Astrocaryum_mexicanum","Astrocaryum mexicanum",NA,"Astrocaryum","Arecaceae","Arecales","Liliopsida","Magnoliophyta","Plantae","Palm","Monocot","Angiosperm","Pinero; Martinez; Sarukhan","Ecology","1984","10.2307/2259545","Cochran Ecol MoNAgr 1992",7,1975,1981,"1",1,"No","Yes","No","B",18.6,-95.12,366,"MEX","N America","TMB","A","Mean","Unmanipulated","W",1975,NA,NA,1981,NA,NA,"Divided","Yes","Medium density of mature palms; Study location is Los Tuxtlas",14,1,87,"Y_edits","typo corrected in plot CC, average of plot locations removed","forest",208,0.771328037382375,81.3297972632582,2,12,1390,0.166666666666667,0.00143884892086331,0.00155988331152486,0.0346772915927305,0,1247.97954266569,34.1676443856895,0.118588633791221,0.820914260408351,0.139027371138391,229.227054305876,0
"5332","Astrocaryum_mexicanum","Astrocaryum mexicanum",NA,"Astrocaryum","Arecaceae","Arecales","Liliopsida","Magnoliophyta","Plantae","Palm","Monocot","Angiosperm","Pinero; Martinez; Sarukhan","Ecology","1984","10.2307/2259545","Cochran Ecol MoNAgr 1992",7,1975,1981,"1",1,"No","Yes","No","C",18.6,-95.12,366,"MEX","N America","TMB","A","Mean","Unmanipulated","W",1975,NA,NA,1981,NA,NA,"Divided","Yes","Low density of mature palms; Study location is Los Tuxtlas",14,1,88,"Y_edits","typo corrected in plot CC, average of plot locations removed","forest",210,0.71322760522315,142.021499626513,2,15,1771,0.133333333333333,0.00112930547713156,0.0017297328213487,0.0286805435945847,0,1040.80518508578,115.442748303479,0.0220610158487316,0.83722999265758,0.0767596272624069,271.685964574374,0
"5333","Astrocaryum_mexicanum","Astrocaryum mexicanum",NA,"Astrocaryum","Arecaceae","Arecales","Liliopsida","Magnoliophyta","Plantae","Palm","Monocot","Angiosperm","Pinero; Martinez; Sarukhan","Ecology","1984","10.2307/2259545","Cochran Ecol MoNAgr 1992",7,1975,1981,"1",1,"No","Yes","No","CC",18.6,-95.12,366,"MEX","N America","TMB","A","Mean","Unmanipulated","W",1975,NA,NA,1981,NA,NA,"Divided","Yes","Low density of mature palms; Study location is Los Tuxtlas",14,1,89,"Y_edits","typo corrected in plot CC, average of plot locations removed","forest",211,0.747963032767245,281.555733977323,2,12,5227,0.166666666666667,0.000382628658886551,0.000487352440496842,0.0392325696692986,0,4060.26586388565,43.540404040404,0.0775067886515746,0.784639512617024,0.0845394766563374,251.278196866991,0
"5602","Atriplex_vesicaria","Atriplex vesicaria","Bladder saltbush","Atriplex","Amaranthaceae","Caryophyllales","Magnoliopsida","Magnoliophyta","Plantae","Shrub","Eudicot","Angiosperm","Hunt","J Appl Ecol","2001","10.1046/j.1365-2664.2001.00586.x",NA,8,1987,1994,"1",9,"Canopy volume","No","No","A",-32.73,137.13,267,"AUS","Oceania","DES","A","Mean","Unmanipulated","W",1987,NA,NA,1994,NA,NA,"Divided","Yes",NA,4,0.99,90,"Y_edits","fixed coorindates, matrix typo and corrected matrix splitting","arid open shrublands",212,0.110740543303242,1.79139167416517,2,216,445,0.00925925925925926,0.00449438202247191,0.0289241758463821,0.0296926911270837,0.00786070688890212,65.5172413793103,3.62906759841516,0.00617290329686307,0.0216903281184306,0.0105453201072841,77.9206231016461,0
"5603","Atriplex_vesicaria","Atriplex vesicaria","Bladder saltbush","Atriplex","Amaranthaceae","Caryophyllales","Magnoliopsida","Magnoliophyta","Plantae","Shrub","Eudicot","Angiosperm","Hunt","J Appl Ecol","2001","10.1046/j.1365-2664.2001.00586.x",NA,8,1987,1994,"1",9,"Canopy volume","No","No","B",-32.73,137.13,267,"AUS","Oceania","DES","A","Mean","Unmanipulated","W",1987,NA,NA,1994,NA,NA,"Divided","Yes",NA,4,0.97,91,"Y_edits","fixed coorindates, matrix typo and corrected matrix splitting","arid open shrublands",213,0.128181017459147,1.13428933259502,2,96,171,0.0208333333333333,0.0116959064327485,0.0625207999025259,0.0614844119939426,0.00100342606653587,29,2.98935399288133,0.0104506611008677,0.0290449298589498,0.0162715395649804,33.2958802936895,0
"5604","Atriplex_vesicaria","Atriplex vesicaria","Bladder saltbush","Atriplex","Amaranthaceae","Caryophyllales","Magnoliopsida","Magnoliophyta","Plantae","Shrub","Eudicot","Angiosperm","Hunt","J Appl Ecol","2001","10.1046/j.1365-2664.2001.00586.x",NA,8,1987,1994,"1",9,"Canopy volume","No","No","C",-32.73,137.13,267,"AUS","Oceania","DES","A","Mean","Unmanipulated","W",1987,NA,NA,1994,NA,NA,"Divided","Yes",NA,4,0.96,92,"Y_edits","fixed coorindates, matrix typo and corrected matrix splitting","arid open shrublands",214,0.0528630770149625,0.602394147417074,3,85,141,0.0352941176470588,0.0212765957446809,0.131488765894537,0.0369711089132737,0,18.9655172413793,3.85012012193891,0.0129239500578434,0.043465500041814,0.0262536175995334,33.8325078888392,0
"5605","Atriplex_vesicaria","Atriplex vesicaria","Bladder saltbush","Atriplex","Amaranthaceae","Caryophyllales","Magnoliopsida","Magnoliophyta","Plantae","Shrub","Eudicot","Angiosperm","Hunt","J Appl Ecol","2001","10.1046/j.1365-2664.2001.00586.x",NA,8,1987,1994,"1",9,"Canopy volume","No","No","D",-32.73,137.13,267,"AUS","Oceania","DES","A","Mean","Unmanipulated","W",1987,NA,NA,1994,NA,NA,"Divided","Yes",NA,4,0.94,93,"Y_edits","fixed coorindates, matrix typo and corrected matrix splitting","arid open shrublands",215,0.0534218948565516,0.649290249098311,7,68,104,0.102941176470588,0.0673076923076923,0.364982261975676,0.0577167280708186,0.00956159764797116,16.2087912087912,2.97022303181453,0.0109084062196092,0.0314190335594289,0.0205112372271858,21.1255113576378,0
"5606","Atriplex_vesicaria","Atriplex vesicaria","Bladder saltbush","Atriplex","Amaranthaceae","Caryophyllales","Magnoliopsida","Magnoliophyta","Plantae","Shrub","Eudicot","Angiosperm","Hunt","J Appl Ecol","2001","10.1046/j.1365-2664.2001.00586.x",NA,8,1987,1994,"1",9,"Canopy volume","No","No","E",-32.73,137.13,267,"AUS","Oceania","DES","A","Mean","Unmanipulated","W",1987,NA,NA,1994,NA,NA,"Divided","Yes",NA,4,0.94,94,"Y_edits","fixed coorindates, matrix typo and corrected matrix splitting","arid open shrublands",216,0.118101902276823,0.687187487386779,3,46,75,0.0652173913043478,0.04,0.225831356333571,0.144116219688597,0.0503736060582483,10.2373887240356,3.046860410831,0.0117510709492722,0.0612361134939817,0.0373988318559733,17.1644938840909,0
"5607","Atriplex_vesicaria","Atriplex vesicaria","Bladder saltbush","Atriplex","Amaranthaceae","Caryophyllales","Magnoliopsida","Magnoliophyta","Plantae","Shrub","Eudicot","Angiosperm","Hunt","J Appl Ecol","2001","10.1046/j.1365-2664.2001.00586.x",NA,8,1987,1994,"1",9,"Canopy volume","No","No","F",-32.73,137.13,267,"AUS","Oceania","DES","A","Mean","Unmanipulated","W",1987,NA,NA,1994,NA,NA,"Divided","Yes",NA,4,0.96,95,"Y_edits","fixed coorindates, matrix typo and corrected matrix splitting","arid open shrublands",217,0.0802004128383909,0.291298127433199,2,52,105,0.0384615384615385,0.019047619047619,0.0982441116943536,0.0306965106355029,0.00939957862762715,17.4863387978142,2.87111535905359,0.0135680190097522,0.0468532514224653,0.0230529419038893,41.083270605495,0
"5608","Atriplex_vesicaria","Atriplex vesicaria","Bladder saltbush","Atriplex","Amaranthaceae","Caryophyllales","Magnoliopsida","Magnoliophyta","Plantae","Shrub","Eudicot","Angiosperm","Hunt","J Appl Ecol","2001","10.1046/j.1365-2664.2001.00586.x",NA,8,1987,1994,"1",9,"Canopy volume","No","No","G",-32.73,137.13,267,"AUS","Oceania","DES","A","Mean","Unmanipulated","W",1987,NA,NA,1994,NA,NA,"Divided","Yes",NA,4,0.97,96,"Y_edits","fixed coorindates, matrix typo and corrected matrix splitting","arid open shrublands",218,0.196981182028242,2.02932463670229,2,91,163,0.021978021978022,0.0122699386503067,0.068012188093137,0.0973428832225434,0.00761100511426054,26.0700389105058,3.33645507350139,0.00786128674683084,0.0350521554434176,0.0195447570948869,25.1363920273702,0
"5609","Atriplex_vesicaria","Atriplex vesicaria","Bladder saltbush","Atriplex","Amaranthaceae","Caryophyllales","Magnoliopsida","Magnoliophyta","Plantae","Shrub","Eudicot","Angiosperm","Hunt","J Appl Ecol","2001","10.1046/j.1365-2664.2001.00586.x",NA,8,1987,1994,"1",9,"Canopy volume","No","No","H",-32.73,137.13,267,"AUS","Oceania","DES","A","Mean","Unmanipulated","W",1987,NA,NA,1994,NA,NA,"Divided","Yes",NA,4,0.98,97,"Y_edits","fixed coorindates, matrix typo and corrected matrix splitting","arid open shrublands",219,0.15332586129115,2.17124272507592,3,139,253,0.0215827338129496,0.0118577075098814,0.0652754518336059,0.060929585654691,0.0010260306283478,41.860465116279,4.09861928266657,0.00603333566065833,0.0306882932052759,0.0168697613368176,37.4978585090975,0
"5610","Atriplex_vesicaria","Atriplex vesicaria","Bladder saltbush","Atriplex","Amaranthaceae","Caryophyllales","Magnoliopsida","Magnoliophyta","Plantae","Shrub","Eudicot","Angiosperm","Hunt","J Appl Ecol","2001","10.1046/j.1365-2664.2001.00586.x",NA,8,1987,1994,"1",9,"Canopy volume","No","No","I",-32.73,137.13,267,"AUS","Oceania","DES","A","Mean","Unmanipulated","W",1987,NA,NA,1994,NA,NA,"Divided","Yes",NA,4,0.98,98,"Y_edits","fixed coorindates, matrix typo and corrected matrix splitting","arid open shrublands",220,0.185022953159026,0.841663537951316,2,59,173,0.0338983050847458,0.0115606936416185,0.0437952003683171,0.0345446939035846,0.00319605483582871,41.6666666666666,4.00043802014894,0.00884539197059805,0.0752145622005463,0.0255625590495202,56.6176619832137,0
