Name_submitted,Name_matched,Name_match_with_do_not_use,Overall_score,Taxonomic_status,Accepted_name,Accepted_author,Accepted_family,Source,Warnings,Accepted_name_lsid,Checked_ruth
Juniperus procera,Juniperus procera,Juniperus procera,1,Synonym,Sabina procera,(Hochst. ex Endl.) Antoine,Cupressaceae,tropicos, ,,
Agathis ovata,Agathis ovata,Agathis ovata,1,Synonym,Salisburyodendron ovata,(C. Moore ex Vieill.) A.V.Bobrov & Melikyan,Araucariaceae,tropicos, ,,
Salix arctica,Salix arctica,Salix arctica,1,Accepted,Salix arctica,Pall.,Salicaceae,tpl;tropicos;usda, ,,
Salix arctica,Salix arctica,Salix arctica,1,Synonym,Salix arctica,Pall.,Salicaceae,usda, [Ambiguous match] ,,
Salix arctica,Salix arctica,Salix arctica,1,Synonym,Salix arctophila,Cockerell ex A. Heller,Salicaceae,usda, [Ambiguous match] ,,
Salsola kali,Salsola kali,Salsola kali,1,Accepted,Salsola kali,L.,Amaranthaceae,tpl;tropicos;usda, ,,
Salvia pratensis,Salvia pratensis,Salvia pratensis,1,Accepted,Salvia pratensis,L.,Lamiaceae,tpl;tropicos;usda, ,,
Sanicula europaea,Sanicula europaea,Sanicula europaea,1,Accepted,Sanicula europaea,L.,Apiaceae,tpl;tropicos, ,,
Sapium sebiferum,Sapium sebiferum,Sapium sebiferum,1,Accepted,Sapium sebiferum,(L.) Roxb.,Euphorbiaceae,tpl, ,,
Sarracenia alata,Sarracenia alata,Sarracenia alata,1,Accepted,Sarracenia alata,(Alph. Wood) Alph. Wood,Sarraceniaceae,tpl;tropicos, ,,
Sarracenia alata,Sarracenia alata,Sarracenia alata,1,Accepted,Sarracenia alata,Alph. Wood,Sarraceniaceae,usda, ,,
Sarracenia purpurea,Sarracenia purpurea,Sarracenia purpurea,1,Accepted,Sarracenia purpurea,L.,Sarraceniaceae,tpl;tropicos;usda, ,,
Saussurea medusa,Saussurea medusa,Saussurea medusa,1,Accepted,Saussurea medusa,Maxim.,Asteraceae,gcc;tropicos, ,urn:lsid:compositae.org:names:5EB7FFC4-DB6A-4009-BF02-7E233D7A4763,
Saxifraga aizoides,Saxifraga aizoides,Saxifraga aizoides,1,Accepted,Saxifraga aizoides,L.,Saxifragaceae,tpl;tropicos;usda, ,,
Saxifraga cotyledon,Saxifraga cotyledon,Saxifraga cotyledon,1,Accepted,Saxifraga cotyledon,L.,Saxifragaceae,tpl, ,,
Saxifraga tridactylites,Saxifraga tridactylites,Saxifraga tridactylites,1,Accepted,Saxifraga tridactylites,L.,Saxifragaceae,tpl;tropicos;usda, ,,
Scabiosa columbaria,Scabiosa columbaria,Scabiosa columbaria,1,Accepted,Scabiosa columbaria,L.,Caprifoliaceae,tpl;tropicos;usda, ,,
Scaphium macropodum,Scaphium macropodum,Scaphium macropodum,1,Accepted,Scaphium macropodum,(Miq.) Beum?e ex K.Heyne,Malvaceae,tpl, ,,
Schima superba,Schima superba,Schima superba,1,Accepted,Schima superba,Gardner & Champ.,Theaceae,tpl;tropicos, ,,
Schismus barbatus,Schismus barbatus,Schismus barbatus,1,Accepted,Schismus barbatus,(L.) Thell.,Poaceae,tpl;tropicos, ,,
Schismus barbatus,Schismus barbatus,Schismus barbatus,1,Accepted,Schismus barbatus,(Loefl. ex L.) Thell.,Poaceae,usda, ,,
Schizachyrium brevifolium,Schizachyrium brevifolium,Schizachyrium brevifolium,1,Accepted,Schizachyrium brevifolium,(Sw.) Buse,Poaceae,tpl, ,,
Schizachyrium brevifolium,Schizachyrium brevifolium,Schizachyrium brevifolium,1,Accepted,Schizachyrium brevifolium,(Sw.) Nees ex Buse,Poaceae,tropicos;usda, ,,
Schizachyrium sanguineum,Schizachyrium sanguineum,Schizachyrium sanguineum,1,Accepted,Schizachyrium sanguineum,(Retz.) Alston,Poaceae,tpl;tropicos;usda, ,,
Sclerocarya birrea,Sclerocarya birrea,Sclerocarya birrea,1,Accepted,Sclerocarya birrea,(A.Rich.) Hochst.,Anacardiaceae,tpl, ,,
Sclerocarya birrea,Sclerocarya birrea,Sclerocarya birrea,1,Accepted,Sclerocarya birrea,(A. Rich.) Hochst.,Anacardiaceae,tropicos;usda, ,,
Scorzonera hispanica,Scorzonera hispanica,Scorzonera hispanica,1,Accepted,Scorzonera hispanica,L.,Asteraceae,gcc;tropicos;usda, ,urn:lsid:compositae.org:names:15CDE7BF-30A4-4E42-AF1E-6E0F64A37F35,
Scorzonera humilis,Scorzonera humilis,Scorzonera humilis,1,Accepted,Scorzonera humilis,L.,Asteraceae,gcc, ,urn:lsid:compositae.org:names:05D4A5D7-9A85-4B7F-9EF2-4192BB62F345,
Senecio filaginoides,Senecio filaginoides,Senecio filaginoides,1,Accepted,Senecio filaginoides,DC.,Asteraceae,gcc;tropicos, ,urn:lsid:compositae.org:names:9AC350DC-16D4-431A-AE4D-2B61B85B4769,
Senecio integrifolius,Senecio integrifolius,Senecio integrifolius,1,Accepted,Senecio integrifolius,(L.) Clairv.,Asteraceae,tropicos;usda, ,,
Senecio integrifolius,Senecio integrifolius,Senecio integrifolius,1,Accepted,Senecio integrifolius,Hook.,Asteraceae,gcc, [Ambiguous match] ,urn:lsid:compositae.org:names:8B3A3D9B-A29E-427F-AED5-B6EA471E9FE8,
Senecio integrifolius,Senecio integrifolius,Senecio integrifolius,1,Accepted,Senecio integrifolius,Kern.,Asteraceae,gcc, [Ambiguous match] ,urn:lsid:compositae.org:names:1C2AEE0B-3203-42B7-BDAE-670880F69D03,
Jacobaea vulgaris,Jacobaea vulgaris,Jacobaea vulgaris,1,Synonym,Senecio jacobaea,L.,Asteraceae,tropicos, ,,okay to use
Jacobaea vulgaris,Jacobaea vulgaris,Jacobaea vulgaris,1,Synonym,Senecio jacobaea,L.,Asteraceae,usda, ,,okay to use
Cassia nemophila,Cassia nemophila,Cassia nemophila,1,Synonym,Senna artemisioides ssp. ?coriacea,(Benth.) Randell,,usda, ,,
Sequoia sempervirens,Sequoia sempervirens,Sequoia sempervirens,1,Accepted,Sequoia sempervirens,(D.Don) Endl.,Cupressaceae,tpl, ,,
Sequoia sempervirens,Sequoia sempervirens,Sequoia sempervirens,1,Accepted,Sequoia sempervirens,(D. Don) Endl.,Cupressaceae,tropicos, ,,
Sequoia sempervirens,Sequoia sempervirens,Sequoia sempervirens,1,Accepted,Sequoia sempervirens,(Lamb. ex D. Don) Endl.,Cupressaceae,usda, ,,
Glottidium vesicarium,Glottidium vesicarium,Glottidium vesicarium,1,Synonym,Sesbania vesicaria,(Jacq.) Elliott,Fabaceae,usda, ,,Okay
Setaria faberi,Setaria faberi,Setaria faberi,1,Accepted,Setaria faberi,R.A.W.Herrm.,Poaceae,tpl, ,,
Setaria faberi,Setaria faberi,Setaria faberi,1,Accepted,Setaria faberi,R.A.W. Herrm.,Poaceae,tropicos, ,,
Setaria faberi,Setaria faberi,Setaria faberi,1,Accepted,Setaria faberi,Herrm.,Poaceae,usda, ,,
Setaria incrassata,Setaria incrassata,Setaria incrassata,1,Accepted,Setaria incrassata,(Hochst.) Hack.,Poaceae,tpl;usda, ,,
Setaria incrassata,Setaria incrassata,Do not use,1,Synonym,Setaria nigrirostris,(Nees) T. Durand & Schinz,Poaceae,tropicos, ,,Do not use
Shorea acuminata,Shorea acuminata,Shorea acuminata,1,Accepted,Shorea acuminata,,,tropicos,,,Added from tropicos. 
Shorea bracteolata,Shorea bracteolata,Shorea bracteolata,NA,Unresolved,Shorea bracteolata,,,,,,Added from tropicos - currently unresolved. 
Shorea leprosula,Shorea leprosula,Shorea leprosula,1,Accepted,Shorea leprosula,,,tropicos,,,Added from tropicos. 
Shorea maxwelliana,Shorea maxwelliana,Shorea maxwelliana,NA,Unresolved,Shorea maxwelliana,,,,,,Added from tropicos - currently unresolved. 
Shorea ovalis,Shorea ovalis,Shorea ovalis,1,Accepted,Shorea ovalis,,,tropicos,,,Added from tropicos. 
Shorea quadrinervis,Shorea quadrinervis,Shorea quadrinervis,NA,Unresolved,Shorea quadrinervis,,,,,,Added from tropicos - currently unresolved. 
Silene acaulis,Silene acaulis,Silene acaulis,1,Accepted,Silene acaulis,(L.) Jacq.,Caryophyllaceae,tpl;tropicos;usda, ,,
Silene tatarica,Silene tatarica,Silene tatarica,1,Accepted,Silene tatarica,(L.) Pers.,Caryophyllaceae,tpl, ,,
Sinapis arvensis,Sinapis arvensis,Sinapis arvensis,1,Accepted,Sinapis arvensis,L.,Brassicaceae,tpl;tropicos;usda, ,,
Solidago altissima,Solidago altissima,Solidago altissima,1,Accepted,Solidago altissima,L.,Asteraceae,tropicos;usda, ,,
Solidago altissima,Solidago altissima,Do not use,1,Synonym,Solidago canadensis,L.,Asteraceae,gcc, ,urn:lsid:compositae.org:names:B734D161-8EB6-4443-A428-20E34D7DA8EC,Do not use
Solidago mollis,Solidago mollis,Solidago mollis,1,Accepted,Solidago mollis,Bartl.,Asteraceae,gcc;tropicos, ,urn:lsid:compositae.org:names:8B05DBD1-EFD7-4E67-A2FE-4A6E6E6B3F6D,
Solidago mollis,Solidago mollis,Solidago mollis,1,Accepted,Solidago mollis,Bartlett,Asteraceae,usda, ,,
Spartina alterniflora,Spartina alterniflora,Spartina alterniflora,1,Accepted,Spartina alterniflora,Loisel.,Poaceae,tpl;tropicos;usda, ,,
Spartium junceum,Spartium junceum,Spartium junceum,1,Accepted,Spartium junceum,L.,Fabaceae,ildis;tropicos;usda, ,,
Sphaeralcea coccinea,Sphaeralcea coccinea,Sphaeralcea coccinea,1,Accepted,Sphaeralcea coccinea,(Nutt.) Rydb.,Malvaceae,tpl;tropicos;usda, ,,
Spiranthes spiralis,Spiranthes spiralis,Spiranthes spiralis,1,Synonym,Spiranthes sinensis,(Pers.) Ames,Orchidaceae,tpl, ,,
Spiranthes spiralis,Spiranthes spiralis,Spiranthes spiralis,1,Accepted,Spiranthes spiralis,(L.) Chevall.,Orchidaceae,tpl;tropicos, ,,
Sporobolus heterolepis,Sporobolus heterolepis,Sporobolus heterolepis,1,Accepted,Sporobolus heterolepis,(Gray) A.Gray,Poaceae,tpl, ,,
Sporobolus heterolepis,Sporobolus heterolepis,Sporobolus heterolepis,1,Accepted,Sporobolus heterolepis,(A. Gray) A. Gray,Poaceae,tropicos;usda, ,,
Stenaria nigricans,Stenaria nigricans,Stenaria nigricans,1,Accepted,Stenaria nigricans,(Lam.) Terrell,Rubiaceae,tpl;tropicos;usda, ,,
Stipa calamagrostis,Stipa calamagrostis,Stipa calamagrostis,1,Accepted,Stipa calamagrostis,(L.) Wahlenb.,Poaceae,tpl, ,,
Stipa comata,Stipa comata,Stipa comata,1,Accepted,Stipa comata,Trin. & Rupr.,Poaceae,tpl, ,,
Striga hermonthica,Striga hermonthica,Striga hermonthica,1,Accepted,Striga hermonthica,(Delile) Benth.,Orobanchaceae,tpl;tropicos;usda, ,,
Stryphnodendron microstachyum,Stryphnodendron microstachyum,Stryphnodendron microstachyum,1,Accepted,Stryphnodendron microstachyum,Poepp.,Fabaceae,ildis;tropicos, ,,
Stylocline micropoides,Stylocline micropoides,Stylocline micropoides,1,Accepted,Stylocline micropoides,A.Gray,Asteraceae,gcc, ,urn:lsid:compositae.org:names:8889DDE5-5562-4CF0-A5E6-9C96CB07BEC7,
Stylocline micropoides,Stylocline micropoides,Stylocline micropoides,1,Accepted,Stylocline micropoides,A. Gray,Asteraceae,tropicos;usda, ,,
Styrax obassis,Styrax obassis,Styrax obassis,1,Accepted,Styrax obassis,Siebold & Zucc.,Styracaceae,tpl;tropicos, ,,
Succisa pratensis,Succisa pratensis,Succisa pratensis,1,Accepted,Succisa pratensis,Moench,Caprifoliaceae,tpl;tropicos;usda, ,,
Frasera speciosa,Frasera speciosa,Do not use,1,Synonym,Swertia radiata,(Kellogg) Kuntze,Gentianaceae,tropicos, ,,Do not use
Swietenia macrophylla,Swietenia macrophylla,Swietenia macrophylla,1,Accepted,Swietenia macrophylla,King,Meliaceae,tpl;tropicos;usda, ,,
Syzygium acuminatissimum,Syzygium acuminatissimum,Syzygium acuminatissimum,1,Accepted,Syzygium acuminatissimum,(Blume) DC.,Myrtaceae,tpl;tropicos, ,,
Syzygium jambos,Syzygium jambos,Syzygium jambos,1,Accepted,Syzygium jambos,(L.) Alston,Myrtaceae,tpl;tropicos;usda, ,,
Tachigali vasquezii,Tachigali vasquezii,Tachigali vasquezii,1,Accepted,Tachigali vasquezii,Pipoly,Fabaceae,tpl;tropicos, ,,
Taraxacum campylodes,Taraxacum campylodes,Taraxacum campylodes,1,Accepted,Taraxacum campylodes,G.E.Haglund,Asteraceae,gcc, ,urn:lsid:compositae.org:names:47A19BF1-900A-43C4-BD2D-5C163EAB7E75,
Taraxacum erythrospermum,Taraxacum erythrospermum,Taraxacum erythrospermum,1,Accepted,Taraxacum erythrospermum,Andrz. ex Besser,Asteraceae,gcc, ,urn:lsid:compositae.org:names:E279C4F3-EEE2-495D-8704-C68CF8B14F6B,
Taraxacum erythrospermum,Taraxacum erythrospermum,Taraxacum erythrospermum,1,Accepted,Taraxacum erythrospermum,Andrz.,Asteraceae,tropicos, ,,
Taraxacum erythrospermum,Taraxacum erythrospermum,Do not use,1,Synonym,Taraxacum laevigatum,(Willd.) DC.,Asteraceae,usda, ,,Do not use
Taraxacum campylodes,Taraxacum campylodes,Taraxacum campylodes,1,Synonym,Taraxacum lapponicum,Kihlm. ex Hand.-Mazz.,Asteraceae,tropicos, ,,
Taraxacum campylodes,Taraxacum campylodes,Taraxacum campylodes,1,Synonym,Taraxacum officinale ssp. officinale,F.H. Wigg.,Asteraceae,usda, ,,
Taraxacum serotinum,Taraxacum serotinum,Taraxacum serotinum,1,Accepted,Taraxacum serotinum,(Waldst. & Kit.) Fisch.,Asteraceae,gcc, [Ambiguous match] ,urn:lsid:compositae.org:names:0B9DC5A1-CC43-43F4-BD5C-F81B97962E78,
Taraxacum serotinum,Taraxacum serotinum,Taraxacum serotinum,1,Accepted,Taraxacum serotinum,(Waldst. & Kit.) Poir.,Asteraceae,gcc;tropicos, [Ambiguous match] ,urn:lsid:compositae.org:names:6C309A3D-FEDC-4130-A0B0-7AEC0447EB1E,
Taxus brevifolia,Taxus brevifolia,Taxus brevifolia,1,Accepted,Taxus brevifolia,Nutt.,Taxaceae,tpl;tropicos;usda, ,,
Taxus floridana,Taxus floridana,Taxus floridana,1,Accepted,Taxus floridana,Nutt. ex Chapm.,Taxaceae,tpl;usda, ,,
Taxus floridana,Taxus floridana,Taxus floridana,1,Synonym,Taxus globosa var. floridana,(Nutt. ex Chapm.) Spjut,Taxaceae,tropicos, ,,
Senecio integrifolius,Senecio integrifolius,Senecio integrifolius,1,Synonym,Tephroseris integrifolia,(L.) Holub,Asteraceae,gcc, ,urn:lsid:compositae.org:names:D76CC8A1-7F97-48D6-863C-EEC47307ECD5,
Tetraberlinia bifoliolata,Tetraberlinia bifoliolata,Tetraberlinia bifoliolata,1,Accepted,Tetraberlinia bifoliolata,(Harms)Hauman,Fabaceae,ildis, ,,
Tetraberlinia bifoliolata,Tetraberlinia bifoliolata,Tetraberlinia bifoliolata,1,Accepted,Tetraberlinia bifoliolata,(Harms) Hauman,Fabaceae,tropicos, ,,
Thelesperma megapotamicum,Thelesperma megapotamicum,Thelesperma megapotamicum,1,Accepted,Thelesperma megapotamicum,(Spreng.) Kuntze,Asteraceae,gcc;tropicos;usda, ,urn:lsid:compositae.org:names:3BDDAE14-3893-4C6F-8BB4-C46E9581F458,
Themeda triandra,Themeda triandra,Themeda triandra,1,Accepted,Themeda triandra,Forssk.,Poaceae,tpl;tropicos;usda, ,,
Mircothlaspi perfoliatum,Microthlaspi perfoliatum,Microthlaspi perfoliatum,0.99,Synonym,Thlaspi perfoliatum,L.,Brassicaceae,tpl, ,,
Thlaspi perfoliatum,Thlaspi perfoliatum,Thlaspi perfoliatum,1,Accepted,Thlaspi perfoliatum,L.,Brassicaceae,tpl, ,,
Thrinax radiata,Thrinax radiata,Thrinax radiata,1,Accepted,Thrinax radiata,Lodd. ex Schult. & Schult.f.,Arecaceae,tpl, ,,
Thrinax radiata,Thrinax radiata,Thrinax radiata,1,Accepted,Thrinax radiata,Lodd. ex Schult. & Schult. f.,Arecaceae,tropicos;usda, ,,
Thymus vulgaris,Thymus vulgaris,Thymus vulgaris,1,Accepted,Thymus vulgaris,L.,Lamiaceae,tpl;tropicos;usda, ,,
Tillandsia flexuosa,Tillandsia flexuosa,Tillandsia flexuosa,1,Synonym,Tillandsia bakeri,L.B.Sm.,Bromeliaceae,tpl, [Ambiguous match] ,,
Tillandsia flexuosa,Tillandsia flexuosa,Tillandsia flexuosa,1,Accepted,Tillandsia flexuosa,Sw.,Bromeliaceae,tpl;tropicos;usda, ,,
Tillandsia recurvata,Tillandsia recurvata,Tillandsia recurvata,1,Accepted,Tillandsia recurvata,(L.) L.,Bromeliaceae,tpl;tropicos;usda, ,,
Araucaria hunsteinii,Araucaria hunsteinii,Araucaria hunsteinii,1,Synonym,Titanodendron hunsteinii,(K. Schum.) A.V.Bobrov & Melikyan,Araucariaceae,tropicos, ,,
Torreya taxifolia,Torreya taxifolia,Torreya taxifolia,1,Accepted,Torreya taxifolia,Arn.,Taxaceae,tpl;tropicos;usda, ,,
Tragopogon dubius,Tragopogon dubius,Tragopogon dubius,1,Accepted,Tragopogon dubius,Scop.,Asteraceae,tropicos;usda, ,,
Tragopogon pratensis,Tragopogon pratensis,Tragopogon pratensis,1,Synonym,Tragopogon lamottei,Rouy,Asteraceae,usda, ,,
Tragopogon pratensis subsp. Orientalis,Tragopogon pratensis,Tragopogon pratensis,0.9,Accepted,Tragopogon pratensis,L.,Asteraceae,gcc;tropicos, ,urn:lsid:compositae.org:names:5E1358A5-3A43-4E37-8B4D-446D4DB837BC,
Tragopogon pratensis subsp. Pratensis,Tragopogon pratensis,Tragopogon pratensis,0.9,Accepted,Tragopogon pratensis,L.,Asteraceae,gcc;tropicos, ,urn:lsid:compositae.org:names:5E1358A5-3A43-4E37-8B4D-446D4DB837BC,
Tragopogon pratensis,Tragopogon pratensis,Tragopogon pratensis,1,Accepted,Tragopogon pratensis,L.,Asteraceae,gcc;tropicos, ,urn:lsid:compositae.org:names:5E1358A5-3A43-4E37-8B4D-446D4DB837BC,
Sapium sebiferum,Sapium sebiferum,Do not use,1,Synonym,Triadica sebifera,(L.) Small,Euphorbiaceae,tpl, ,,
Sapium sebiferum,Sapium sebiferum,Do not use,1,Synonym,Triadica sebifera,(L.) Small,Euphorbiaceae,tropicos, ,,
Sapium sebiferum,Sapium sebiferum,Do not use,1,Synonym,Triadica sebifera,(L.) Small,Euphorbiaceae,usda, ,,
Trifolium dasyphyllum,Trifolium dasyphyllum,Trifolium dasyphyllum,1,Accepted,Trifolium dasyphyllum,Torr. & A.Gray,Fabaceae,ildis, ,,
Trifolium dasyphyllum,Trifolium dasyphyllum,Trifolium dasyphyllum,1,Accepted,Trifolium dasyphyllum,Torr. & A. Gray,Fabaceae,tropicos;usda, ,,
Trifolium montanum,Trifolium montanum,Trifolium montanum,1,Accepted,Trifolium montanum,L.,Fabaceae,ildis;usda, ,,
Trifolium parryi,Trifolium parryi,Trifolium parryi,1,Accepted,Trifolium parryi,A.Gray,Fabaceae,ildis, ,,
Trifolium parryi,Trifolium parryi,Trifolium parryi,1,Accepted,Trifolium parryi,A. Gray,Fabaceae,tropicos;usda, ,,
Trifolium pratense,Trifolium pratense,Trifolium pratense,1,Accepted,Trifolium pratense,L.,Fabaceae,ildis;tropicos;usda, ,,
Trifolium montanum,Trifolium montanum,Do not use,1,Synonym,Trifolium spadiceum,L.,Fabaceae,tropicos, ,,do not use. 
Trillium erectum,Trillium erectum,Trillium erectum,1,Accepted,Trillium erectum,L.,Melanthiaceae,tpl;tropicos;usda, ,,
Trillium grandiflorum,Trillium grandiflorum,Trillium grandiflorum,1,Accepted,Trillium grandiflorum,(Michx.) Salisb.,Melanthiaceae,tpl;tropicos;usda, ,,
Trillium ovatum,Trillium ovatum,Trillium ovatum,1,Accepted,Trillium ovatum,Pursh,Melanthiaceae,tpl;tropicos;usda, ,,
Trollius europaeus,Trollius europaeus,Trollius europaeus,1,Accepted,Trollius europaeus,L.,Ranunculaceae,tpl;tropicos, ,,
Trollius laxus,Trollius laxus,Trollius laxus,1,Accepted,Trollius laxus,Salisb.,Ranunculaceae,tpl;tropicos;usda, ,,
Tsuga canadensis,Tsuga canadensis,Tsuga canadensis,1,Accepted,Tsuga canadensis,(L.) Carri?re,Pinaceae,tpl;tropicos;usda, ,,
Ulex gallii,Ulex gallii,Ulex gallii,1,Accepted,Ulex gallii,Planch.,Fabaceae,ildis;usda, ,,
Ulex minor,Ulex minor,Ulex minor,1,Accepted,Ulex minor,Roth [excluded],Fabaceae,usda, ,,
Ulex minor,Ulex minor,Ulex minor,1,Accepted,Ulex minor,Roth,Fabaceae,ildis, [Ambiguous match] ,,
Ulex gallii,Ulex gallii,Ulex gallii,1,Synonym,Ulex minor subsp. gallii,(Planch.) Castroviejo & Valdes-Bermejo,Fabaceae,tropicos, ,,
Ulex gallii,Ulex gallii,Ulex gallii,1,Synonym,Ulex parviflorus subsp. jussiaei,(Webb)D.A.Webb,Fabaceae,ildis, ,,
Vaccinium myrtillus,Vaccinium myrtillus,Vaccinium myrtillus,1,Accepted,Vaccinium myrtillus,L.,Ericaceae,tpl;tropicos;usda, ,,
Acacia bilimekii,Acacia bilimekii,Acacia bilimekii,1,Synonym,Vachellia bilimekii,(J. Macbr.) Seigler & Ebinger,Fabaceae,ildis, ,,
Acacia drepanolobium,Acacia drepanolobium,Acacia drepanolobium,1,Synonym,Vachellia drepanolobium,(B.Y. Sj?stedt) P.J.H. Hurter,Fabaceae,ildis, ,,
Acacia pennatula,Acacia pennatula,Acacia pennatula,1,Synonym,Vachellia pennatula,(Schltdl. & Cham.) Seigler & Ebinger,Fabaceae,ildis, ,,
Vatica mangachapoi,Vatica mangachapoi,Vatica mangachapoi,1,Accepted,Vatica mangachapoi,Blanco,Dipterocarpaceae,tpl;tropicos, ,,
Veronica arvensis,Veronica arvensis,Veronica arvensis,1,Accepted,Veronica arvensis,L.,Plantaginaceae,tpl;tropicos;usda, ,,
Viburnum furcatum,Viburnum furcatum,Viburnum furcatum,1,Accepted,Viburnum furcatum,Blume ex Maxim.,,tropicos,,,okay to use - added from tropicos
Viola biflora,Viola biflora,Viola biflora,1,Accepted,Viola biflora,L.,Violaceae,tpl;tropicos;usda, ,,
Viola elatior,Viola elatior,Viola elatior,1,Accepted,Viola elatior,Fr.,Violaceae,tpl, ,,
Viola elatior,Viola elatior,Viola elatior,1,Synonym,Viola montana,L.,Violaceae,tropicos, ,,
Viola persicifolia,Viola persicifolia,Viola persicifolia,1,Accepted,Viola persicifolia,Schreb.,Violaceae,tpl, ,,
Viola pumila,Viola pumila,Viola pumila,1,Accepted,Viola pumila,Chaix,Violaceae,tpl, ,,
Virola surinamensis,Virola surinamensis,Virola surinamensis,1,Accepted,Virola surinamensis,(Rol. ex Rottb.) Warb.,Myristicaceae,tpl;tropicos, ,,
Silene tatarica,Silene tatarica,Silene tatarica,1,Synonym,Viscago tartarica,(L.) Hornem.,Caryophyllaceae,tropicos, ,,
Vochysia ferruginea,Vochysia ferruginea,Vochysia ferruginea,1,Accepted,Vochysia ferruginea,Mart.,Vochysiaceae,tpl;tropicos, ,,
Vouacapoua americana,Vouacapoua americana,Vouacapoua americana,1,Accepted,Vouacapoua americana,Aubl.,Fabaceae,ildis;tropicos, ,,
Tillandsia recurvata,Tillandsia recurvata,Tillandsia recurvata,1,Synonym,Vriesea recurvata,Gaudich.,Bromeliaceae,tpl, ,,
Vulpia fasciculata,Vulpia fasciculata,Vulpia fasciculata,1,Accepted,Vulpia fasciculata,(Forssk.) Samp.,Poaceae,tpl;tropicos, ,,
Vulpia fasciculata,Vulpia fasciculata,Vulpia fasciculata,1,Accepted,Vulpia fasciculata,(Forssk.) Fritsch,Poaceae,usda, ,,
Vulpia octoflora,Vulpia octoflora,Vulpia octoflora,1,Accepted,Vulpia octoflora,(Walter) Rydb.,Poaceae,tpl;tropicos;usda, ,,
Xanthorrhoea resinosa,Xanthorrhoea resinosa,Xanthorrhoea resinosa,1,Accepted,Xanthorrhoea resinosa,Pers.,Xanthorrhoeaceae,tpl, ,,
Zea diploperennis,Zea diploperennis,Zea diploperennis,1,Accepted,Zea diploperennis,"Iltis, Doebley & R.Guzmˇn",Poaceae,tpl, ,,
Zea diploperennis,Zea diploperennis,Zea diploperennis,1,Accepted,Zea diploperennis,"Iltis, Doebley & R. Guzmˇn",Poaceae,tropicos, ,,
Zea diploperennis,Zea diploperennis,Zea diploperennis,1,Accepted,Zea diploperennis,"Iltis, Doebley & Guzman [excluded]",Poaceae,usda, ,,
Zea mays,Zea mays,Zea mays,1,Accepted,Zea mays,L.,Poaceae,tpl;tropicos;usda, ,,
Ziziphus jujuba,Ziziphus jujuba,Ziziphus jujuba,1,Accepted,Ziziphus jujuba,Mill.,Rhamnaceae,tpl;tropicos, [Ambiguous match] ,,okay to use
Ziziphus jujuba,Ziziphus jujuba,Ziziphus jujuba,1,Synonym,Ziziphus mauritiana,Lam.,Rhamnaceae,usda, [Ambiguous match] ,,okay to use
Ziziphus jujuba,Ziziphus jujuba,Ziziphus jujuba,1,Synonym,Ziziphus zizyphus,(L.) Karst.,Rhamnaceae,usda, [Ambiguous match] ,,okay to use
